user_id,demographic_segment,assigned_perk
538216,Elderly Single Females,1 Night Free Hotel with Flight
538260,Senior Single Females,Free Hotel Meal
538270,Adult Single Females,No Cancellation Fee
538274,Elderly Single Females,No Cancellation Fee
538279,Senior Single Others,1 Night Free Hotel with Flight
538306,Senior Family Females,No Cancellation Fee
538319,Middle-Aged Single Females,1 Night Free Hotel with Flight
538321,Adult Family Females,No Cancellation Fee
538331,Middle-Aged Family Females,Free Checked Bag
538349,Elderly Single Females,No Cancellation Fee
538350,Middle-Aged Family Females,No Cancellation Fee
538388,Middle-Aged Single Males,Free Checked Bag
538413,Elderly Family Females,1 Night Free Hotel with Flight
538426,Senior Family Females,No Cancellation Fee
538432,Senior Single Females,Free Checked Bag
538438,Senior Single Females,No Cancellation Fee
538441,Middle-Aged Single Females,Free Hotel Meal
538454,Elderly Single Females,No Cancellation Fee
538457,Adult Single Females,Exclusive Discounts
538458,Senior Family Females,1 Night Free Hotel with Flight
538463,Young Adult Family Females,No Cancellation Fee
538489,Adult Family Females,1 Night Free Hotel with Flight
538511,Young Adult Family Females,No Cancellation Fee
538522,Adult Single Females,No Cancellation Fee
538529,Middle-Aged Single Females,Exclusive Discounts
538538,Senior Single Females,1 Night Free Hotel with Flight
538608,Middle-Aged Family Females,No Cancellation Fee
538638,Middle-Aged Single Females,1 Night Free Hotel with Flight
538641,Middle-Aged Single Males,Exclusive Discounts
538666,Adult Single Males,1 Night Free Hotel with Flight
538677,Elderly Single Females,No Cancellation Fee
538680,Middle-Aged Single Females,Free Checked Bag
538681,Teenage Single Females,Free Checked Bag
538691,Senior Single Females,Free Hotel Meal
538696,Young Adult Family Females,Free Hotel Meal
538703,Senior Family Males,1 Night Free Hotel with Flight
538714,Middle-Aged Single Females,1 Night Free Hotel with Flight
538780,Senior Family Females,1 Night Free Hotel with Flight
538788,Adult Single Females,Free Checked Bag
538814,Senior Family Females,No Cancellation Fee
538883,Middle-Aged Single Females,No Cancellation Fee
538915,Middle-Aged Single Females,1 Night Free Hotel with Flight
538919,Young Adult Family Females,No Cancellation Fee
538944,Senior Single Females,Free Checked Bag
538976,Senior Single Females,1 Night Free Hotel with Flight
539008,Middle-Aged Single Males,No Cancellation Fee
539010,Middle-Aged Family Females,1 Night Free Hotel with Flight
539012,Senior Family Females,1 Night Free Hotel with Flight
539093,Senior Single Females,No Cancellation Fee
539105,Senior Family Males,Free Checked Bag
539135,Elderly Single Males,No Cancellation Fee
539140,Middle-Aged Single Females,1 Night Free Hotel with Flight
539146,Middle-Aged Family Females,No Cancellation Fee
539209,Senior Single Males,1 Night Free Hotel with Flight
539221,Senior Family Females,Free Hotel Meal
539243,Young Adult Single Females,No Cancellation Fee
539267,Middle-Aged Single Females,No Cancellation Fee
539283,Senior Single Females,1 Night Free Hotel with Flight
539300,Middle-Aged Single Females,1 Night Free Hotel with Flight
539304,Teenage Single Females,Free Hotel Meal
539307,Middle-Aged Family Females,No Cancellation Fee
539315,Senior Family Females,1 Night Free Hotel with Flight
539317,Middle-Aged Family Females,Exclusive Discounts
539320,Middle-Aged Single Females,Free Hotel Meal
539337,Adult Family Females,No Cancellation Fee
539338,Middle-Aged Single Females,No Cancellation Fee
539384,Adult Single Females,No Cancellation Fee
539414,Middle-Aged Family Females,Free Hotel Meal
539426,Elderly Single Females,Free Hotel Meal
539453,Young Adult Family Females,Free Hotel Meal
539460,Senior Single Males,Free Checked Bag
539493,Teenage Single Females,No Cancellation Fee
539510,Middle-Aged Family Females,Free Hotel Meal
539519,Middle-Aged Single Females,1 Night Free Hotel with Flight
539528,Middle-Aged Family Females,1 Night Free Hotel with Flight
539542,Elderly Single Females,No Cancellation Fee
539558,Middle-Aged Family Males,No Cancellation Fee
539566,Elderly Single Females,1 Night Free Hotel with Flight
539611,Middle-Aged Single Females,Free Checked Bag
539625,Senior Single Females,No Cancellation Fee
539627,Senior Single Females,No Cancellation Fee
539637,Elderly Single Males,Free Hotel Meal
539648,Middle-Aged Single Females,Free Hotel Meal
539656,Elderly Single Females,Free Hotel Meal
539669,Teenage Single Females,1 Night Free Hotel with Flight
539671,Senior Single Females,1 Night Free Hotel with Flight
539710,Senior Single Females,1 Night Free Hotel with Flight
539729,Adult Single Females,1 Night Free Hotel with Flight
539782,Middle-Aged Single Females,Free Checked Bag
539794,Middle-Aged Family Males,No Cancellation Fee
539855,Middle-Aged Single Females,No Cancellation Fee
539864,Senior Single Females,No Cancellation Fee
539866,Young Adult Single Females,No Cancellation Fee
539868,Middle-Aged Family Females,1 Night Free Hotel with Flight
539883,Senior Single Females,Free Checked Bag
539888,Young Adult Single Females,Free Hotel Meal
539899,Young Adult Single Males,Free Checked Bag
539912,Elderly Single Females,No Cancellation Fee
539916,Middle-Aged Single Females,No Cancellation Fee
539917,Senior Single Females,No Cancellation Fee
539919,Elderly Single Females,Free Hotel Meal
539936,Senior Single Females,1 Night Free Hotel with Flight
539953,Middle-Aged Family Males,No Cancellation Fee
539962,Teenage Single Males,1 Night Free Hotel with Flight
540014,Middle-Aged Family Females,1 Night Free Hotel with Flight
540029,Elderly Family Females,1 Night Free Hotel with Flight
540043,Adult Single Males,No Cancellation Fee
540094,Senior Family Females,Free Checked Bag
540138,Senior Family Males,Free Hotel Meal
540147,Middle-Aged Family Males,1 Night Free Hotel with Flight
540150,Adult Family Females,No Cancellation Fee
540180,Senior Single Females,1 Night Free Hotel with Flight
540199,Senior Single Females,1 Night Free Hotel with Flight
540226,Elderly Single Females,No Cancellation Fee
540244,Middle-Aged Single Females,1 Night Free Hotel with Flight
540252,Middle-Aged Single Females,Free Hotel Meal
540253,Senior Single Females,Free Checked Bag
540260,Middle-Aged Single Females,Free Checked Bag
540302,Elderly Single Females,Exclusive Discounts
540306,Adult Single Females,Free Checked Bag
540308,Senior Single Males,Free Checked Bag
540319,Senior Family Females,1 Night Free Hotel with Flight
540347,Adult Family Females,Exclusive Discounts
540348,Middle-Aged Family Females,No Cancellation Fee
540413,Adult Single Females,No Cancellation Fee
540415,Senior Single Females,1 Night Free Hotel with Flight
540444,Senior Single Females,Exclusive Discounts
540455,Adult Single Females,Free Checked Bag
540475,Middle-Aged Single Females,Free Hotel Meal
540502,Middle-Aged Single Females,Free Hotel Meal
540527,Middle-Aged Single Females,No Cancellation Fee
540557,Senior Family Males,Free Hotel Meal
540572,Senior Family Females,1 Night Free Hotel with Flight
540580,Senior Family Females,Free Checked Bag
540597,Senior Single Females,No Cancellation Fee
540605,Young Adult Single Females,1 Night Free Hotel with Flight
540614,Adult Single Females,1 Night Free Hotel with Flight
540622,Senior Single Females,No Cancellation Fee
540642,Elderly Single Females,Free Hotel Meal
540652,Senior Family Females,No Cancellation Fee
540653,Middle-Aged Family Females,Free Hotel Meal
540654,Senior Family Females,No Cancellation Fee
540656,Middle-Aged Single Females,1 Night Free Hotel with Flight
540664,Adult Family Females,No Cancellation Fee
540666,Adult Family Males,1 Night Free Hotel with Flight
540698,Senior Single Females,No Cancellation Fee
540708,Middle-Aged Single Females,Free Hotel Meal
540718,Middle-Aged Single Females,1 Night Free Hotel with Flight
540733,Adult Single Females,No Cancellation Fee
540777,Elderly Single Females,Free Hotel Meal
540819,Middle-Aged Single Males,Exclusive Discounts
540837,Senior Family Females,No Cancellation Fee
540857,Middle-Aged Single Females,No Cancellation Fee
540863,Senior Family Females,Free Checked Bag
540924,Senior Single Females,Free Hotel Meal
540941,Young Adult Family Females,No Cancellation Fee
540966,Elderly Single Females,No Cancellation Fee
540973,Adult Single Females,1 Night Free Hotel with Flight
540974,Adult Single Males,Free Hotel Meal
541001,Middle-Aged Family Females,1 Night Free Hotel with Flight
541034,Teenage Single Females,Free Hotel Meal
541040,Adult Single Females,Free Hotel Meal
541041,Young Adult Single Females,No Cancellation Fee
541047,Elderly Single Females,1 Night Free Hotel with Flight
541061,Middle-Aged Family Females,Free Checked Bag
541083,Elderly Single Females,1 Night Free Hotel with Flight
541084,Senior Single Females,Free Hotel Meal
541112,Middle-Aged Single Females,Free Hotel Meal
541132,Adult Family Males,No Cancellation Fee
541150,Adult Single Females,Free Hotel Meal
541162,Middle-Aged Family Males,No Cancellation Fee
541168,Middle-Aged Single Females,Exclusive Discounts
541176,Middle-Aged Family Females,Free Checked Bag
541193,Young Adult Family Females,No Cancellation Fee
541216,Adult Single Females,1 Night Free Hotel with Flight
541224,Senior Family Females,1 Night Free Hotel with Flight
541235,Senior Single Females,1 Night Free Hotel with Flight
541236,Senior Family Males,No Cancellation Fee
541240,Adult Single Females,Free Hotel Meal
541249,Elderly Single Females,Free Hotel Meal
541259,Middle-Aged Single Females,Exclusive Discounts
541262,Middle-Aged Family Females,Exclusive Discounts
541282,Senior Single Females,1 Night Free Hotel with Flight
541289,Middle-Aged Single Females,No Cancellation Fee
541326,Middle-Aged Single Females,No Cancellation Fee
541352,Middle-Aged Family Females,No Cancellation Fee
541357,Middle-Aged Single Females,Free Checked Bag
541382,Middle-Aged Family Females,Exclusive Discounts
541389,Adult Single Females,Free Checked Bag
541438,Middle-Aged Single Females,No Cancellation Fee
541454,Elderly Family Females,1 Night Free Hotel with Flight
541497,Adult Single Females,No Cancellation Fee
541505,Middle-Aged Single Females,Free Checked Bag
541516,Senior Single Males,Free Hotel Meal
541539,Teenage Single Females,No Cancellation Fee
541540,Senior Family Males,Free Checked Bag
541612,Middle-Aged Family Females,No Cancellation Fee
541649,Middle-Aged Single Females,1 Night Free Hotel with Flight
541672,Middle-Aged Single Females,1 Night Free Hotel with Flight
541699,Senior Single Females,1 Night Free Hotel with Flight
541700,Senior Single Males,Free Checked Bag
541734,Middle-Aged Single Females,1 Night Free Hotel with Flight
541735,Middle-Aged Single Females,Free Hotel Meal
541752,Middle-Aged Single Females,No Cancellation Fee
541764,Senior Single Females,Free Hotel Meal
541812,Senior Family Females,Exclusive Discounts
541878,Adult Single Females,Free Hotel Meal
541901,Middle-Aged Single Females,Exclusive Discounts
541906,Senior Single Females,1 Night Free Hotel with Flight
541921,Senior Single Females,1 Night Free Hotel with Flight
541923,Senior Single Females,Exclusive Discounts
541931,Middle-Aged Single Females,1 Night Free Hotel with Flight
541939,Senior Family Females,No Cancellation Fee
541967,Middle-Aged Single Females,Free Checked Bag
541972,Senior Family Females,Free Checked Bag
541980,Elderly Single Females,No Cancellation Fee
541988,Teenage Single Females,No Cancellation Fee
541998,Middle-Aged Single Females,Free Checked Bag
541999,Elderly Single Females,Free Hotel Meal
542012,Senior Single Females,Free Checked Bag
542015,Middle-Aged Single Females,1 Night Free Hotel with Flight
542027,Middle-Aged Family Females,Free Hotel Meal
542036,Middle-Aged Family Females,1 Night Free Hotel with Flight
542056,Adult Family Females,Free Hotel Meal
542059,Senior Single Females,1 Night Free Hotel with Flight
542065,Senior Single Males,1 Night Free Hotel with Flight
542080,Elderly Single Females,Exclusive Discounts
542095,Senior Family Females,No Cancellation Fee
542142,Middle-Aged Family Males,Free Checked Bag
542153,Senior Single Females,1 Night Free Hotel with Flight
542189,Young Adult Single Females,No Cancellation Fee
542194,Middle-Aged Family Females,No Cancellation Fee
542196,Elderly Single Females,Free Checked Bag
542208,Middle-Aged Family Females,1 Night Free Hotel with Flight
542230,Senior Single Females,1 Night Free Hotel with Flight
542254,Middle-Aged Single Females,1 Night Free Hotel with Flight
542267,Young Adult Single Females,No Cancellation Fee
542270,Middle-Aged Single Females,Exclusive Discounts
542277,Middle-Aged Single Females,1 Night Free Hotel with Flight
542282,Senior Single Females,Exclusive Discounts
542303,Middle-Aged Family Females,No Cancellation Fee
542316,Young Adult Single Females,Free Hotel Meal
542326,Middle-Aged Family Females,No Cancellation Fee
542334,Senior Family Females,1 Night Free Hotel with Flight
542358,Middle-Aged Single Males,Free Hotel Meal
542366,Senior Single Females,Exclusive Discounts
542383,Middle-Aged Single Males,Free Checked Bag
542418,Senior Single Males,Exclusive Discounts
542451,Middle-Aged Single Females,1 Night Free Hotel with Flight
542471,Middle-Aged Family Females,Exclusive Discounts
542482,Elderly Single Females,Free Checked Bag
542570,Elderly Single Females,Free Checked Bag
542585,Senior Family Females,No Cancellation Fee
542605,Middle-Aged Family Females,1 Night Free Hotel with Flight
542638,Young Adult Family Females,No Cancellation Fee
542657,Middle-Aged Single Males,No Cancellation Fee
542658,Adult Single Females,1 Night Free Hotel with Flight
542663,Adult Family Females,1 Night Free Hotel with Flight
542670,Elderly Single Females,1 Night Free Hotel with Flight
542706,Teenage Single Females,Free Hotel Meal
542752,Middle-Aged Single Females,1 Night Free Hotel with Flight
542760,Middle-Aged Single Females,Free Hotel Meal
542767,Middle-Aged Single Females,1 Night Free Hotel with Flight
542795,Senior Family Females,No Cancellation Fee
542796,Senior Single Males,Free Checked Bag
542805,Adult Single Females,Exclusive Discounts
542812,Young Adult Single Females,Exclusive Discounts
542815,Teenage Single Females,No Cancellation Fee
542825,Middle-Aged Single Females,No Cancellation Fee
542843,Senior Family Females,1 Night Free Hotel with Flight
542850,Adult Single Females,No Cancellation Fee
542857,Young Adult Single Males,No Cancellation Fee
542874,Elderly Single Females,Free Checked Bag
542914,Middle-Aged Single Females,1 Night Free Hotel with Flight
542918,Middle-Aged Family Females,Free Checked Bag
542937,Middle-Aged Single Males,1 Night Free Hotel with Flight
542965,Young Adult Single Females,Free Hotel Meal
542976,Middle-Aged Family Females,1 Night Free Hotel with Flight
543008,Senior Family Females,No Cancellation Fee
543038,Senior Single Females,No Cancellation Fee
543052,Middle-Aged Single Females,No Cancellation Fee
543074,Senior Single Females,No Cancellation Fee
543075,Senior Family Males,1 Night Free Hotel with Flight
543081,Senior Single Females,1 Night Free Hotel with Flight
543114,Senior Single Females,1 Night Free Hotel with Flight
543126,Teenage Single Females,Free Hotel Meal
543165,Senior Single Females,No Cancellation Fee
543222,Middle-Aged Single Females,Exclusive Discounts
543237,Elderly Single Females,Free Checked Bag
543240,Elderly Single Females,Free Hotel Meal
543271,Middle-Aged Single Females,1 Night Free Hotel with Flight
543273,Senior Family Females,Free Hotel Meal
543304,Senior Family Females,1 Night Free Hotel with Flight
543306,Middle-Aged Family Females,Exclusive Discounts
543327,Middle-Aged Single Males,No Cancellation Fee
543339,Adult Single Females,1 Night Free Hotel with Flight
543352,Middle-Aged Single Females,Free Checked Bag
543375,Middle-Aged Single Females,1 Night Free Hotel with Flight
543385,Middle-Aged Single Females,1 Night Free Hotel with Flight
543428,Adult Family Females,Free Hotel Meal
543437,Middle-Aged Single Females,Free Hotel Meal
543476,Adult Family Females,Free Hotel Meal
543497,Senior Single Females,No Cancellation Fee
543557,Middle-Aged Single Females,No Cancellation Fee
543559,Senior Family Males,Exclusive Discounts
543618,Middle-Aged Single Males,1 Night Free Hotel with Flight
543620,Middle-Aged Single Females,No Cancellation Fee
543659,Adult Single Females,Exclusive Discounts
543660,Young Adult Single Females,Free Checked Bag
543666,Middle-Aged Single Females,1 Night Free Hotel with Flight
543668,Adult Single Females,No Cancellation Fee
543671,Senior Family Females,Free Hotel Meal
543694,Elderly Single Females,No Cancellation Fee
543696,Teenage Single Females,No Cancellation Fee
543713,Middle-Aged Family Males,Free Hotel Meal
543716,Middle-Aged Family Females,1 Night Free Hotel with Flight
543723,Elderly Single Females,No Cancellation Fee
543728,Middle-Aged Single Females,1 Night Free Hotel with Flight
543778,Elderly Family Females,Free Hotel Meal
543810,Adult Single Females,Exclusive Discounts
543816,Young Adult Single Females,No Cancellation Fee
543817,Teenage Single Females,No Cancellation Fee
543826,Middle-Aged Single Females,Free Hotel Meal
543885,Middle-Aged Single Females,Free Hotel Meal
543900,Middle-Aged Single Females,1 Night Free Hotel with Flight
543927,Middle-Aged Single Females,Exclusive Discounts
543928,Teenage Single Females,No Cancellation Fee
543937,Middle-Aged Single Females,1 Night Free Hotel with Flight
543952,Middle-Aged Single Females,Exclusive Discounts
543968,Middle-Aged Single Females,1 Night Free Hotel with Flight
543976,Adult Single Females,Free Hotel Meal
544002,Middle-Aged Family Females,Free Checked Bag
544008,Middle-Aged Single Females,No Cancellation Fee
544012,Senior Family Females,Free Hotel Meal
544015,Adult Single Females,1 Night Free Hotel with Flight
544043,Middle-Aged Family Females,Free Hotel Meal
544163,Senior Family Females,1 Night Free Hotel with Flight
544207,Senior Single Females,Free Hotel Meal
544254,Senior Single Females,1 Night Free Hotel with Flight
544256,Middle-Aged Single Females,Free Checked Bag
544271,Elderly Family Females,1 Night Free Hotel with Flight
544333,Elderly Single Females,No Cancellation Fee
544364,Adult Single Females,No Cancellation Fee
544367,Senior Single Females,Free Checked Bag
544391,Middle-Aged Family Males,Exclusive Discounts
544406,Senior Single Females,Exclusive Discounts
544414,Elderly Single Females,1 Night Free Hotel with Flight
544425,Adult Family Females,No Cancellation Fee
544444,Senior Single Females,No Cancellation Fee
544447,Middle-Aged Single Males,Free Checked Bag
544449,Middle-Aged Family Males,Free Hotel Meal
544469,Middle-Aged Family Females,1 Night Free Hotel with Flight
544472,Teenage Single Females,No Cancellation Fee
544476,Senior Family Males,Free Checked Bag
544480,Adult Single Females,Free Checked Bag
544495,Elderly Single Females,1 Night Free Hotel with Flight
544497,Teenage Single Females,Free Hotel Meal
544507,Young Adult Single Males,No Cancellation Fee
544513,Senior Single Females,Free Checked Bag
544536,Middle-Aged Single Females,Free Hotel Meal
544549,Middle-Aged Single Females,Exclusive Discounts
544595,Middle-Aged Single Females,1 Night Free Hotel with Flight
544604,Senior Single Males,No Cancellation Fee
544627,Middle-Aged Family Females,Free Checked Bag
544640,Senior Single Males,Free Checked Bag
544647,Adult Single Females,Free Hotel Meal
544680,Middle-Aged Single Females,1 Night Free Hotel with Flight
544683,Senior Single Females,No Cancellation Fee
544685,Middle-Aged Family Males,1 Night Free Hotel with Flight
544694,Senior Single Males,No Cancellation Fee
544698,Middle-Aged Family Females,Free Hotel Meal
544747,Adult Single Males,Free Hotel Meal
544749,Middle-Aged Single Males,1 Night Free Hotel with Flight
544818,Adult Single Females,1 Night Free Hotel with Flight
544839,Middle-Aged Single Females,No Cancellation Fee
544868,Senior Single Females,No Cancellation Fee
544926,Middle-Aged Family Females,Exclusive Discounts
545010,Elderly Single Females,1 Night Free Hotel with Flight
545011,Senior Family Females,Free Checked Bag
545012,Middle-Aged Family Females,1 Night Free Hotel with Flight
545063,Elderly Single Males,No Cancellation Fee
545070,Adult Family Females,1 Night Free Hotel with Flight
545089,Teenage Single Females,1 Night Free Hotel with Flight
545109,Adult Single Females,No Cancellation Fee
545115,Middle-Aged Single Females,1 Night Free Hotel with Flight
545132,Adult Family Males,No Cancellation Fee
545208,Elderly Single Females,No Cancellation Fee
545209,Middle-Aged Single Females,Free Checked Bag
545226,Elderly Single Females,Free Hotel Meal
545247,Young Adult Family Males,Free Hotel Meal
545249,Senior Family Females,Exclusive Discounts
545264,Adult Single Males,No Cancellation Fee
545272,Senior Single Males,1 Night Free Hotel with Flight
545281,Teenage Single Females,No Cancellation Fee
545290,Middle-Aged Family Females,1 Night Free Hotel with Flight
545300,Adult Family Females,Exclusive Discounts
545317,Middle-Aged Family Females,Exclusive Discounts
545318,Senior Family Females,No Cancellation Fee
545327,Adult Family Females,Free Hotel Meal
545344,Young Adult Family Females,1 Night Free Hotel with Flight
545345,Adult Single Females,Free Checked Bag
545360,Middle-Aged Single Males,No Cancellation Fee
545375,Adult Family Females,Free Hotel Meal
545399,Senior Single Females,Free Checked Bag
545404,Senior Single Females,No Cancellation Fee
545446,Elderly Family Females,1 Night Free Hotel with Flight
545465,Senior Family Females,1 Night Free Hotel with Flight
545510,Middle-Aged Single Females,1 Night Free Hotel with Flight
545518,Senior Family Females,1 Night Free Hotel with Flight
545551,Senior Family Females,No Cancellation Fee
545577,Middle-Aged Single Males,Exclusive Discounts
545629,Senior Single Females,1 Night Free Hotel with Flight
545633,Middle-Aged Single Males,Exclusive Discounts
545634,Middle-Aged Single Females,No Cancellation Fee
545652,Middle-Aged Single Females,No Cancellation Fee
545684,Senior Family Females,1 Night Free Hotel with Flight
545736,Young Adult Single Females,Exclusive Discounts
545745,Middle-Aged Single Females,1 Night Free Hotel with Flight
545748,Senior Family Females,Free Checked Bag
545754,Young Adult Family Males,No Cancellation Fee
545755,Middle-Aged Single Females,No Cancellation Fee
545758,Adult Single Males,1 Night Free Hotel with Flight
545763,Elderly Single Females,Exclusive Discounts
545770,Middle-Aged Single Females,No Cancellation Fee
545771,Senior Single Females,No Cancellation Fee
545803,Senior Family Females,Free Checked Bag
545805,Senior Family Females,1 Night Free Hotel with Flight
545810,Young Adult Family Females,Free Hotel Meal
545848,Senior Family Females,Free Hotel Meal
545865,Middle-Aged Single Females,Free Checked Bag
545879,Adult Single Females,1 Night Free Hotel with Flight
545936,Middle-Aged Single Females,1 Night Free Hotel with Flight
545939,Middle-Aged Single Females,No Cancellation Fee
545958,Elderly Single Females,No Cancellation Fee
545981,Middle-Aged Single Females,Free Hotel Meal
546008,Adult Single Females,Exclusive Discounts
546050,Senior Single Females,1 Night Free Hotel with Flight
546061,Senior Family Females,1 Night Free Hotel with Flight
546064,Senior Family Females,1 Night Free Hotel with Flight
546065,Senior Family Males,No Cancellation Fee
546072,Senior Single Females,Free Hotel Meal
546121,Teenage Single Females,1 Night Free Hotel with Flight
546127,Senior Single Females,No Cancellation Fee
546130,Senior Family Females,1 Night Free Hotel with Flight
546131,Elderly Single Females,1 Night Free Hotel with Flight
546161,Elderly Single Females,Exclusive Discounts
546164,Young Adult Single Females,Free Hotel Meal
546190,Senior Family Females,Free Checked Bag
546224,Middle-Aged Family Females,Free Checked Bag
546256,Senior Family Females,Free Hotel Meal
546280,Middle-Aged Single Females,1 Night Free Hotel with Flight
546282,Middle-Aged Single Females,1 Night Free Hotel with Flight
546307,Senior Single Females,Free Checked Bag
546334,Adult Single Females,No Cancellation Fee
546395,Middle-Aged Family Females,Exclusive Discounts
546399,Middle-Aged Single Females,No Cancellation Fee
546419,Senior Family Females,1 Night Free Hotel with Flight
546437,Senior Single Females,No Cancellation Fee
546462,Elderly Single Females,Free Hotel Meal
546470,Middle-Aged Single Females,No Cancellation Fee
546485,Middle-Aged Family Males,Free Checked Bag
546509,Senior Single Females,No Cancellation Fee
546529,Senior Single Females,1 Night Free Hotel with Flight
546587,Middle-Aged Single Females,No Cancellation Fee
546612,Adult Family Females,1 Night Free Hotel with Flight
546648,Middle-Aged Family Females,1 Night Free Hotel with Flight
546664,Adult Single Females,Free Checked Bag
546671,Middle-Aged Single Females,No Cancellation Fee
546679,Adult Single Females,Free Checked Bag
546688,Senior Single Females,Free Checked Bag
546702,Senior Single Females,No Cancellation Fee
546728,Senior Single Females,1 Night Free Hotel with Flight
546740,Middle-Aged Single Females,1 Night Free Hotel with Flight
546756,Middle-Aged Single Females,No Cancellation Fee
546774,Elderly Family Females,1 Night Free Hotel with Flight
546842,Senior Single Females,Free Hotel Meal
546844,Senior Family Females,Exclusive Discounts
546847,Senior Single Females,1 Night Free Hotel with Flight
546857,Elderly Single Females,Free Hotel Meal
546864,Middle-Aged Single Males,Exclusive Discounts
546867,Senior Single Females,1 Night Free Hotel with Flight
546881,Middle-Aged Family Females,No Cancellation Fee
546882,Young Adult Single Females,1 Night Free Hotel with Flight
546884,Young Adult Single Males,Free Hotel Meal
546888,Adult Single Females,1 Night Free Hotel with Flight
546900,Middle-Aged Single Females,Free Checked Bag
546937,Elderly Single Females,No Cancellation Fee
546964,Middle-Aged Single Females,1 Night Free Hotel with Flight
546972,Senior Family Females,1 Night Free Hotel with Flight
547006,Elderly Single Females,1 Night Free Hotel with Flight
547007,Adult Single Females,Free Hotel Meal
547037,Adult Single Females,1 Night Free Hotel with Flight
547070,Senior Single Males,Free Checked Bag
547100,Senior Single Females,Free Checked Bag
547130,Young Adult Single Females,No Cancellation Fee
547150,Middle-Aged Family Females,Exclusive Discounts
547164,Adult Single Females,Exclusive Discounts
547175,Teenage Single Females,Free Hotel Meal
547180,Senior Family Females,1 Night Free Hotel with Flight
547181,Elderly Single Females,1 Night Free Hotel with Flight
547201,Adult Single Females,Free Hotel Meal
547266,Elderly Single Females,1 Night Free Hotel with Flight
547301,Adult Family Females,Free Checked Bag
547320,Adult Single Females,Free Hotel Meal
547325,Middle-Aged Family Females,Free Checked Bag
547336,Middle-Aged Single Females,No Cancellation Fee
547342,Adult Single Males,Free Checked Bag
547412,Senior Single Males,Free Checked Bag
547453,Adult Family Females,1 Night Free Hotel with Flight
547458,Middle-Aged Single Females,1 Night Free Hotel with Flight
547459,Elderly Single Females,Exclusive Discounts
547483,Adult Family Females,Free Checked Bag
547512,Senior Single Females,1 Night Free Hotel with Flight
547555,Senior Single Females,1 Night Free Hotel with Flight
547559,Middle-Aged Single Females,Exclusive Discounts
547568,Adult Single Females,Exclusive Discounts
547594,Teenage Single Females,Free Checked Bag
547606,Elderly Family Females,No Cancellation Fee
547613,Middle-Aged Single Females,No Cancellation Fee
547617,Senior Single Females,No Cancellation Fee
547663,Middle-Aged Single Females,1 Night Free Hotel with Flight
547664,Middle-Aged Single Females,No Cancellation Fee
547693,Middle-Aged Family Males,1 Night Free Hotel with Flight
547761,Senior Single Females,No Cancellation Fee
547776,Middle-Aged Single Females,Free Checked Bag
547779,Middle-Aged Family Females,Free Checked Bag
547792,Middle-Aged Family Females,1 Night Free Hotel with Flight
547817,Adult Single Females,Free Hotel Meal
547823,Senior Single Females,1 Night Free Hotel with Flight
547825,Young Adult Single Females,Free Hotel Meal
547834,Adult Single Females,No Cancellation Fee
547836,Senior Single Females,1 Night Free Hotel with Flight
547857,Elderly Family Females,No Cancellation Fee
547862,Senior Family Males,Free Hotel Meal
547878,Adult Single Females,1 Night Free Hotel with Flight
547911,Middle-Aged Family Females,No Cancellation Fee
547938,Adult Family Males,No Cancellation Fee
547951,Senior Single Males,Exclusive Discounts
547966,Middle-Aged Family Females,1 Night Free Hotel with Flight
547997,Elderly Single Females,Free Checked Bag
548006,Middle-Aged Single Females,Free Checked Bag
548022,Senior Single Females,Free Checked Bag
548032,Middle-Aged Single Females,1 Night Free Hotel with Flight
548037,Senior Single Females,1 Night Free Hotel with Flight
548040,Middle-Aged Single Females,1 Night Free Hotel with Flight
548093,Young Adult Single Females,Free Hotel Meal
548109,Middle-Aged Single Females,1 Night Free Hotel with Flight
548113,Middle-Aged Single Females,Exclusive Discounts
548120,Senior Single Females,Free Checked Bag
548123,Senior Family Males,No Cancellation Fee
548185,Adult Single Females,Free Hotel Meal
548189,Adult Single Females,Exclusive Discounts
548190,Adult Single Females,Free Checked Bag
548193,Teenage Family Females,Free Checked Bag
548222,Senior Family Females,Free Checked Bag
548228,Elderly Single Females,Free Hotel Meal
548230,Elderly Single Females,Free Hotel Meal
548256,Middle-Aged Family Females,No Cancellation Fee
548258,Middle-Aged Single Males,Exclusive Discounts
548272,Middle-Aged Family Females,Exclusive Discounts
548307,Senior Family Females,No Cancellation Fee
548310,Adult Single Females,Free Checked Bag
548391,Elderly Family Females,Free Checked Bag
548408,Middle-Aged Single Females,Exclusive Discounts
548422,Middle-Aged Single Females,Exclusive Discounts
548434,Middle-Aged Single Females,1 Night Free Hotel with Flight
548448,Elderly Single Females,1 Night Free Hotel with Flight
548474,Adult Family Females,Free Hotel Meal
548488,Middle-Aged Single Females,Free Checked Bag
548490,Senior Family Females,No Cancellation Fee
548504,Middle-Aged Single Females,No Cancellation Fee
548560,Senior Family Females,No Cancellation Fee
548568,Elderly Family Females,1 Night Free Hotel with Flight
548587,Adult Single Females,1 Night Free Hotel with Flight
548635,Middle-Aged Family Females,No Cancellation Fee
548651,Middle-Aged Family Females,Exclusive Discounts
548653,Middle-Aged Family Females,1 Night Free Hotel with Flight
548672,Middle-Aged Single Males,Exclusive Discounts
548708,Middle-Aged Single Males,Exclusive Discounts
548743,Adult Single Females,Free Hotel Meal
548853,Senior Single Females,Free Checked Bag
